id,genre,class,num_class,popularity,duration,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
5IUtvfNvOyVYZUa6AJFrnP,pop,pop,1,85,143375,0.782,0.51,0.0,0.115,-5.724,0.0,0.0419,99.993,0.118
3MEruRteiUZXkStfTlZqRn,cali rap,rap,0,79,189496,0.865,0.792,1.46e-05,0.107,-4.207,1.0,0.0677,101.985,0.562
1psvnQxSDdIKTDM2Jm8QKt,pop,pop,1,69,148927,0.771,0.526,0.0,0.663,-6.844,1.0,0.0718,104.036,0.182
7JwPn5JskUpU4hIYow171P,pop,pop,1,46,160852,0.622,0.639,0.0,0.288,-6.536,0.0,0.143,149.997,0.653
5C2ry6OWozoqrEDyBz7MOX,dance pop,pop,1,48,145411,0.474,0.772,3.32e-06,0.183,-5.925,0.0,0.26,169.893,0.427
0SKbj3NTkGFS76OkFmAw0u,pop,pop,1,58,153125,0.624,0.793,0.0,0.578,-5.711,0.0,0.0413,81.531,0.724
0NmuYnjETG3u3qx0OmEJev,dance pop,pop,1,74,195962,0.707,0.689,0.0,0.383,-7.097,0.0,0.0387,119.987,0.41
6rSMzTFlWhwMRATElojc2z,pop,pop,1,54,149399,0.813,0.553,0.0,0.234,-7.198,0.0,0.1,155.022,0.838
4bMQRUKsiELewtb3tzdFQn,pop,pop,1,54,161995,0.794,0.683,0.0,0.47,-6.842,1.0,0.262,154.109,0.495
1RSzyxqtIO4yX3EyiV4zT5,nyc rap,rap,0,53,123480,0.714,0.609,0.0,0.126,-7.683,0.0,0.17,140.206,0.778
5NORWMFC27ywGSZxi8uquP,folk-pop,pop,1,81,160097,0.664,0.573,0.000363,0.0857,-6.519,1.0,0.0277,76.023,0.566
3apeXzypBMnUfYcZYNX6DH,k-pop,pop,1,68,205493,0.657,0.88,0.0,0.463,-3.672,0.0,0.102,150.084,0.769
2f0pn9DkEJwAzXApnFh5cr,indie cafe pop,pop,1,81,219801,0.52,0.903,0.0,0.254,-5.497,1.0,0.042,74.988,0.652
6juLaduD4STCUDWT0AYun4,k-pop girl group,pop,1,77,217088,0.66,0.787,0.0,0.323,-4.592,0.0,0.032,142.018,0.199
3S2R0EVwBSAVMd5UMgKTL0,pop,pop,1,68,357266,0.773,0.859,0.00018,0.914,-4.913,1.0,0.0747,118.458,0.813
6Im9k8u9iIzKMrmV7BWtlF,dance pop,pop,1,92,173710,0.83,0.585,0.0,0.248,-6.476,1.0,0.094,109.978,0.485
35mvY5S1H3J2QZyna3TFe0,dance pop,pop,1,93,172324,0.737,0.802,0.0,0.0931,-4.771,1.0,0.0878,144.015,0.682
5GkQIP5mWPi4KZLLXeuFTT,dance pop,pop,1,82,167989,0.789,0.742,0.0,0.166,-5.664,0.0,0.0652,116.965,0.661
0K2UmT0JOcEaLssWda2703,dance pop,pop,1,65,239949,0.555,0.523,0.0,0.402,-7.289,1.0,0.0666,100.57,0.389
3ko9jEHNt4O5fjKN65ULJp,dance pop,pop,1,69,157710,0.499,0.462,0.0,0.0946,-5.308,1.0,0.0312,127.698,0.599
7Dx9Z6Aon1qPS2N0rHSWTe,dance pop,pop,1,74,149900,0.719,0.607,0.0,0.125,-5.156,1.0,0.165,128.006,0.464
0sci7ppTZFm4mjcH3nu8yO,dance pop,pop,1,74,200732,0.772,0.506,1.1e-05,0.182,-6.558,0.0,0.139,127.894,0.456
14gkWVFMwdxBMyqBw1wmIg,dance pop,pop,1,73,208457,0.552,0.599,0.0,0.0986,-5.75,0.0,0.0404,161.884,0.0916
2IKJtXeR5UsaUjZB46fTOK,dance pop,pop,1,69,183874,0.739,0.516,0.0,0.151,-7.154,1.0,0.0539,120.109,0.434
1bj8x3ERN9gSc2NfJIpc76,dance pop,pop,1,70,201882,0.474,0.533,0.0,0.101,-5.648,0.0,0.0559,131.762,0.165
6u7gmPOz7pzzaeR9xSBpsR,dance pop,pop,1,69,158436,0.686,0.526,7.75e-06,0.144,-6.842,1.0,0.0374,92.013,0.372
1whfVLMKWqAX3uk97VXsNN,dance pop,pop,1,67,132278,0.688,0.455,0.0,0.0794,-8.632,0.0,0.199,87.865,0.557
6NYtLvyThMT0oALFdJFdzq,dance pop,pop,1,68,179860,0.688,0.573,0.0,0.0749,-5.03,0.0,0.208,110.034,0.553
0q85C1JiECyYIQthz1posA,dance pop,pop,1,70,146958,0.624,0.672,0.0,0.155,-5.334,1.0,0.106,159.852,0.26
6BfdcIPOdGPMxlLKhgDW4f,melodic rap,rap,0,56,173846,0.345,0.749,0.0,0.187,-6.065,0.0,0.163,154.984,0.613
2PI3qpTqYowwMzOSQRuj73,melodic rap,rap,0,72,152920,0.729,0.503,0.0,0.123,-8.229,1.0,0.081,134.927,0.152
7FullO2NDkyvxLuxYVKINa,melodic rap,rap,0,72,283285,0.443,0.536,4.24e-05,0.1,-8.187,0.0,0.0378,121.967,0.0391
76ewbswjlIrXnVhNoqFMxE,melodic rap,rap,0,57,156923,0.73,0.535,7.36e-05,0.163,-9.028,1.0,0.0436,110.012,0.555
2pNvbWiUfMBd3tclWIZs3k,melodic rap,rap,0,54,176470,0.462,0.475,0.446,0.12,-7.934,0.0,0.0745,135.943,0.191
34QqRRQrVDhLiWHhUVJtbr,melodic rap,rap,0,57,161743,0.632,0.644,1.81e-05,0.17,-5.999,1.0,0.0454,86.007,0.112
6EudabsFkMkxL9ZDVDqn0W,melodic rap,rap,0,56,217586,0.618,0.4,0.0,0.738,-9.776,1.0,0.0734,75.047,0.133
1ikNTTRcnmMOTDpespZsQ7,melodic rap,rap,0,59,101353,0.735,0.662,0.0,0.153,-7.862,1.0,0.05,87.999,0.124
1ABS9lKaZ1uXkXCqr9zFO7,dance pop,pop,1,68,207528,0.666,0.726,0.0,0.0892,-2.998,1.0,0.0262,128.044,0.468
5fODPNr5c8XIL9ScucXwiv,melodic rap,rap,0,52,157709,0.739,0.325,0.0,0.124,-8.934,1.0,0.162,73.002,0.139
5WqQhk76AHhb1u0Q6xg3li,melodic rap,rap,0,58,155154,0.679,0.57,0.0,0.578,-6.079,1.0,0.0949,150.112,0.369
1hJIbOjWpid6LtnozHmzRS,dance pop,pop,1,77,213869,0.637,0.666,0.0,0.108,-6.773,0.0,0.0494,104.02,0.529
448NZbOggCHtUy5ThaMKJN,melodic rap,rap,0,54,204850,0.652,0.566,0.0,0.109,-6.73,0.0,0.0862,133.941,0.374
7Ajwmzgjhad3UlvIGExkPz,melodic rap,rap,0,57,126131,0.65,0.52,0.0,0.169,-6.371,1.0,0.0737,136.895,0.38
3F1P0QzdXtBz0MXy7KIO5w,dance pop,pop,1,73,156910,0.868,0.693,0.00399,0.106,-7.052,0.0,0.181,114.999,0.396
2ty0YVQr5yj8QoVYngT7N3,melodic rap,rap,0,54,174653,0.513,0.498,1.11e-05,0.305,-10.424,1.0,0.322,110.007,0.0496
7MTo8Z4bCecvMsxrSJCHNw,melodic rap,rap,0,58,258006,0.718,0.643,0.0,0.124,-6.939,0.0,0.216,156.039,0.469
25wHU4b0ppWbo5xCJWdxLG,melodic rap,rap,0,54,143195,0.42,0.419,0.0,0.486,-9.189,0.0,0.0485,125.153,0.11
5IOePNRZLC0Np1zw3UooSv,melodic rap,rap,0,50,137600,0.695,0.669,0.0,0.544,-7.144,0.0,0.387,150.407,0.447
0NzH3fU6dpigJZCu1lP4lz,melodic rap,rap,0,54,201381,0.768,0.646,7.82e-06,0.218,-7.436,0.0,0.102,143.047,0.598
5mZb9Kbl0uWhIS6RW47IHC,melodic rap,rap,0,57,180021,0.4,0.676,2.27e-05,0.32,-7.118,0.0,0.0927,170.148,0.354
7E1jVNoWuemqUryI4FxsVD,dance pop,pop,1,71,239949,0.411,0.522,0.0,0.398,-7.295,1.0,0.0981,88.332,0.382
3UoULw70kMsiVXxW0L3A33,dance pop,pop,1,83,201882,0.487,0.534,0.0,0.1,-5.664,0.0,0.0555,131.798,0.173
30VrBsh1STRBoIrhQOAwzK,barbadian pop,pop,1,65,238573,0.703,0.813,0.0,0.219,-4.517,0.0,0.0574,124.904,0.717
2aRjuScpka878tUWOsLYpQ,gangster rap,rap,0,35,294826,0.722,0.486,0.0,0.111,-17.081,1.0,0.128,170.626,0.625
0wQy2OO7jKjm0OOmA7gv3f,pop,pop,1,62,311440,0.775,0.852,2.35e-05,0.823,-4.813,1.0,0.0528,118.561,0.836
3tNE4i6TBqMdyTZxHDAn9B,dance pop,pop,1,37,187436,0.72,0.706,0.0,0.166,-4.719,1.0,0.0473,133.002,0.62
6I9VzXrHxO9rA9A5euc8Ak,dance pop,pop,1,83,198800,0.774,0.838,0.025,0.242,-3.914,0.0,0.114,143.04,0.924
0bYg9bo50gSsH3LtXe2SQn,dance pop,pop,1,71,241106,0.336,0.627,0.0,0.0708,-7.463,1.0,0.0384,150.273,0.35
0lizgQ7Qw35od7CYaoMBZb,dance pop,pop,1,69,204093,0.525,0.621,0.0,0.294,-7.364,1.0,0.116,191.9,0.591
5NOUjBikzECEJyZMTxtErD,chicago rap,rap,0,74,202413,0.831,0.62,0.0,0.119,-8.397,0.0,0.338,133.17,0.568
6k0DJqW2v2e4809Z1zN0YU,cali rap,rap,0,57,226640,0.8,0.51,0.0,0.259,-7.201,1.0,0.497,96.69,0.146
6FuGJB290AQMAHTfjOYVaK,cali rap,rap,0,83,192745,0.721,0.745,1.24e-06,0.372,-3.508,0.0,0.0366,90.988,0.699
5nujrmhLynf4yMoMtj8AQF,dance pop,pop,1,89,203064,0.702,0.825,0.0,0.0674,-3.787,0.0,0.0601,102.977,0.915
7fEoXCZTZFosUFvFQg1BmW,chicago rap,rap,0,79,196179,0.82,0.592,4.71e-06,0.121,-7.002,1.0,0.29,159.98,0.4
5vGLcdRuSbUhD8ScwsGSdA,nyc rap,rap,0,90,123262,0.719,0.648,0.0,0.127,-7.6,0.0,0.125,140.201,0.66
5i0eJv1DzuyhaYnro4wTKg,chicago rap,rap,0,64,146751,0.833,0.496,1.99e-05,0.126,-8.827,1.0,0.436,156.932,0.148
23TwR29GSeJBfXnXhmDlwR,chicago rap,rap,0,73,191399,0.729,0.73,4.33e-05,0.118,-5.14,0.0,0.261,156.953,0.41
4g27tVPyGHi38dczFoJZZy,chicago rap,rap,0,69,144786,0.793,0.462,0.0,0.191,-7.495,0.0,0.119,145.962,0.356
6FKbgWZ7KgpSk7tvFP7eEc,chicago rap,rap,0,65,218000,0.798,0.673,0.0,0.126,-5.628,1.0,0.289,141.12,0.405
3nAp4IvdMPPWEH9uuXFFV5,dance pop,pop,1,60,229640,0.509,0.812,1.99e-05,0.214,-5.438,1.0,0.0537,159.876,0.689
7CCCX50zGHMTuHsyKQy03l,sad rap,rap,0,28,180121,0.979,0.41,3.42e-05,0.205,-11.056,0.0,0.112,119.971,0.74
6Pgmqg15yVexuOgtzuxwoX,sad rap,rap,0,85,180138,0.98,0.413,7.95e-05,0.17,-11.052,0.0,0.101,119.993,0.764
2ZDaMPDvDz6bPkZtMwZFku,florida rap,rap,0,57,203891,0.779,0.706,0.0,0.346,-3.557,0.0,0.0528,135.008,0.0901
54bFM56PmE4YLRnqpW6Tha,electropop,pop,1,91,174321,0.889,0.34,0.13,0.055,-7.773,0.0,0.0697,94.009,0.716
6zFMeegAMYQo0mt8rXtrli,country rap,rap,0,90,154997,0.81,0.511,0.0,0.0832,-6.924,0.0,0.164,151.947,0.837
2N7KguJOBZtV2Px3T1z5sB,melodic rap,rap,0,56,261781,0.494,0.743,0.0,0.068,-6.716,0.0,0.441,160.084,0.59
4mCf3vQf7z0Yseo0RxAi3V,barbadian pop,pop,1,78,186466,0.685,0.61,0.0,0.102,-5.221,0.0,0.0439,94.384,0.323
6ft4hAq6yde8jPZY2i5zLr,dance pop,pop,1,92,167903,0.632,0.595,0.0,0.209,-7.644,0.0,0.0401,124.114,0.435
7xapw9Oy21WpfEcib2ErSA,canadian pop,pop,1,65,182946,0.657,0.56,0.0,0.0794,-9.049,0.0,0.0467,161.993,0.854
7taXf5odg9xCAZERYfyOkS,latin pop,pop,1,55,182360,0.485,0.857,0.0,0.347,-7.059,1.0,0.0442,148.749,0.963
4vVTI94F9uJ8lHNDWKv0i2,dance pop,pop,1,79,201946,0.72,0.607,0.0,0.113,-4.168,1.0,0.0322,121.223,0.828
2Z8yfpFX0ZMavHkcIeHiO1,canadian pop,pop,1,86,178994,0.652,0.383,0.0,0.0828,-7.076,0.0,0.0516,145.765,0.549
5JqZ3oqF00jkT81foAFvqg,dance pop,pop,1,88,169333,0.781,0.67,0.0,0.0761,-3.912,0.0,0.0452,127.99,0.595
249gnXrbfmV8NG6jTEMSwD,k-pop,pop,1,90,207481,0.566,0.716,0.0,0.37,-5.733,1.0,0.0424,81.068,0.45
4saklk6nie3yiGePpBwUoc,k-pop,pop,1,92,199053,0.746,0.765,0.0,0.0936,-4.41,0.0,0.0993,114.044,0.737
3QH8rQGNFX8VLbCgZ7uPTS,k-pop,pop,1,80,222242,0.764,0.526,0.0,0.0718,-7.355,1.0,0.212,114.91,0.588
0n2moJpAEWHwaPYYjkzMDl,k-pop,pop,1,82,254950,0.547,0.605,0.0,0.125,-6.755,1.0,0.0415,121.953,0.364
2FVpOsjT1iquZ3SpCjZ9Ne,k-pop,pop,1,81,202313,0.787,0.669,0.0,0.123,-4.333,0.0,0.0428,104.994,0.57
54DmTIv86D3sYdiawjULQ0,k-pop,pop,1,80,239722,0.731,0.845,0.0,0.0782,-5.352,1.0,0.132,101.085,0.484
08TILUAN56HJoS1d9mNRty,houston rap,rap,0,70,170641,0.842,0.789,0.0,0.355,-8.733,0.0,0.178,111.113,0.795
3ndCsZfq8OVwwkz9mmZvUz,k-pop,pop,1,80,204800,0.582,0.693,0.0,0.13,-5.048,1.0,0.0465,125.904,0.341
3yhhv0VCmKkAWD9ysDLpTE,houston rap,rap,0,62,170870,0.826,0.655,0.0,0.0841,-4.775,1.0,0.3,184.057,0.45
4aarlAfLKVCTxUDNgbwhjH,houston rap,rap,0,84,137983,0.957,0.437,0.0,0.219,-7.882,1.0,0.359,130.058,0.616
2993VQSr7a2Dj5hI5xcWG0,houston rap,rap,0,73,167370,0.943,0.528,0.0,0.0858,-8.631,1.0,0.299,97.542,0.608
7Ge141qhUeuglcOvgAkWBy,houston rap,rap,0,64,227375,0.892,0.733,0.0,0.166,-6.677,0.0,0.29,152.06,0.893
0A1hoCfMLkiAgvhWkkucJa,houston rap,rap,0,86,171067,0.914,0.732,0.0,0.107,-6.1,0.0,0.241,94.066,0.469
4RAEVQeHanpXyK2lrEUkMk,houston rap,rap,0,66,166906,0.821,0.681,1.91e-05,0.11,-6.834,1.0,0.177,93.991,0.249
4GVwjLRT7oSsKby7Vy8EHr,k-pop,pop,1,69,179547,0.703,0.321,0.0,0.908,-13.135,1.0,0.884,114.822,0.544
2LcqFRq2xBQdSfXBh5IIUk,houston rap,rap,0,62,146868,0.905,0.747,0.0,0.126,-4.693,1.0,0.246,85.004,0.678
7yiSvALPjMrBLDDrbcDRNy,houston rap,rap,0,72,154389,0.821,0.816,0.0,0.0645,-3.835,1.0,0.352,179.974,0.797
3jRHehB5ulTMKfK5WaqDqc,houston rap,rap,0,73,155090,0.934,0.873,0.0,0.0832,-4.707,1.0,0.309,139.997,0.721
2Z71PZlOeF9YVze4hy1A1a,houston rap,rap,0,71,242000,0.753,0.745,0.0,0.127,-4.776,0.0,0.334,169.02,0.635
5f5tMrP3ZZbNtiLIHKOQLS,melodic rap,rap,0,26,176867,0.769,0.719,0.00777,0.359,-5.472,1.0,0.0474,121.955,0.863
0W7R5wlb4rjvowSPOY7c8m,houston rap,rap,0,64,187992,0.935,0.665,0.0,0.138,-4.65,1.0,0.0779,138.027,0.468
2ZuyWP4MXXPXQaz2KJPCCn,houston rap,rap,0,60,225013,0.919,0.806,0.0,0.0715,-4.591,1.0,0.291,95.965,0.64
1HeAm7PJPUhunseNElZvBj,houston rap,rap,0,60,134723,0.756,0.711,0.0,0.284,-4.051,1.0,0.242,184.93,0.447
6CN7FuZ7o1xle9TNxApGeQ,melodic rap,rap,0,75,126443,0.706,0.76,1.46e-06,0.202,-4.702,1.0,0.0369,95.499,0.564
05b94NgTfntKGZra5TMEcx,houston rap,rap,0,58,197022,0.562,0.605,0.0,0.156,-6.082,0.0,0.353,98.017,0.433
6Skh3CBum0pZw9TOr7FQnX,dance pop,pop,1,77,205164,0.497,0.757,0.0,0.119,-4.189,1.0,0.127,169.902,0.507
20m8ZHA6Jevqo1xnhQffQu,chicago rap,rap,0,72,191353,0.733,0.743,0.0,0.261,-5.045,1.0,0.371,150.024,0.623
0e4A9Fak1nJ7RtBD8YpoEo,chicago rap,rap,0,72,128014,0.796,0.426,2.73e-05,0.0941,-13.207,1.0,0.285,150.043,0.649
5E2XqswBygKQ8ZXqkJZUj8,houston rap,rap,0,56,183383,0.876,0.75,0.0,0.118,-5.912,0.0,0.0432,105.971,0.653
1ZynYY8BPvWnx7t1EGwrPs,houston rap,rap,0,58,151991,0.864,0.841,0.0,0.0748,-2.775,1.0,0.278,168.002,0.713
7yq4Qj7cqayVTp3FF9CWbm,folk-pop,pop,1,82,204280,0.484,0.731,0.0,0.151,-6.694,1.0,0.0379,101.654,0.51
3PIDciSFdrQxSQSihim3hN,dance pop,pop,1,55,153240,0.561,0.782,0.0,0.109,-7.444,1.0,0.0317,127.148,0.704
745H5CctFr12Mo7cqa1BMH,brill building pop,pop,1,81,165000,0.572,0.418,0.0,0.0961,-10.738,1.0,0.0349,104.566,0.694
1K3LRUEcUz5FMtPYyg0F45,folk-pop,pop,1,77,163133,0.682,0.471,0.0,0.0908,-9.182,1.0,0.0301,79.907,0.421
2Oycxb8QbPkpHTo8ZrmG0B,dance pop,pop,1,83,169333,0.781,0.67,0.0,0.0761,-3.912,0.0,0.0452,127.99,0.595
1daDRI9ahBonbWD8YcxOIB,dance pop,pop,1,82,196453,0.672,0.642,0.0,0.1,-4.035,1.0,0.0313,121.981,0.494
4i2qxFEVVUi8yOYoxB8TCX,dance pop,pop,1,78,223280,0.699,0.805,0.00177,0.249,-5.535,0.0,0.0345,109.976,0.232
6qCsKKS7Ol63SJW3LOIX5R,dance pop,pop,1,79,205733,0.551,0.756,0.0,0.0765,-4.948,1.0,0.0652,175.984,0.618
37PJvlIfYWqEX6fgjHlnTf,dance pop,pop,1,72,171800,0.564,0.849,0.0,0.269,-2.619,0.0,0.248,157.905,0.634
5GK1GYXH16RdfmltogHhAk,dance pop,pop,1,73,213671,0.58,0.908,4.84e-05,0.087,-5.303,1.0,0.0341,115.016,0.427
4U34WsyOvppOMnRfq7DuOy,dance pop,pop,1,71,189013,0.638,0.918,0.00805,0.0948,-4.368,1.0,0.0382,134.022,0.668
4v8jmsVox8VwU5js3JHOJZ,dance pop,pop,1,71,151720,0.659,0.765,0.0,0.0783,-5.392,0.0,0.0591,89.983,0.41
1Si3sqUkvIj6Cz9JYO14OS,melodic rap,rap,0,62,175110,0.86,0.488,0.0,0.159,-6.431,1.0,0.461,78.559,0.274
5xlS0QkVrSH7ssEbBgBzbM,baroque pop,pop,1,53,118840,0.602,0.553,0.0,0.0512,-9.336,1.0,0.0328,130.594,0.971
2LseyBkPJv7r7wCt2yMEgX,dance pop,pop,1,69,196760,0.474,0.54,1.03e-05,0.299,-6.862,1.0,0.035,72.995,0.239
47KegqqrzpKw0jdHFWqtNb,dance pop,pop,1,68,188200,0.82,0.568,0.0092,0.169,-6.963,1.0,0.0538,113.941,0.478
1Tip6R4swhC7E6hgILBjrE,dance pop,pop,1,70,220636,0.681,0.737,7.16e-06,0.0856,-5.246,0.0,0.0384,109.95,0.278
0rFcav2bUNH6NC9576Viiu,dance pop,pop,1,68,157800,0.652,0.597,0.00103,0.238,-6.536,0.0,0.0286,90.022,0.333
0uinQuLSYDMua89kLVVnjv,dmv rap,rap,0,67,194358,0.648,0.722,0.0,0.169,-9.992,0.0,0.489,176.553,0.275
02MWAaffLxlfxAUY7c5dvx,gauze pop,pop,1,86,238805,0.761,0.525,6.7e-06,0.0921,-6.9,1.0,0.0944,80.87,0.531
3uVPLtkmDu8pDkYEAVqbgS,chicago rap,rap,0,78,183782,0.703,0.703,0.0,0.12,-4.672,1.0,0.133,76.017,0.697
3qCeq0rWK67SoBDgFd2sId,latin pop,pop,1,48,182306,0.514,0.818,1.93e-06,0.299,-9.642,1.0,0.0451,148.733,0.967
0zLCBJZSiELJf02ucPP9wb,melodic rap,rap,0,77,176867,0.769,0.719,0.00777,0.359,-5.472,1.0,0.0474,121.955,0.863
1HbA4N1MiOsPthALesGFR1,canadian pop,pop,1,80,178994,0.64,0.392,0.0,0.0839,-7.246,0.0,0.0574,145.838,0.502
6ZuahEctZD6w75peme58hm,canadian pop,pop,1,79,172692,0.442,0.631,2.29e-05,0.133,-5.096,0.0,0.05,139.774,0.129
5LZtB6nxvjIhUoElp3Zqk0,canadian pop,pop,1,75,202356,0.592,0.885,2.38e-06,0.0843,-4.944,0.0,0.0807,98.991,0.731
7nuQ1LgM6l5FLaJmlODoqj,canadian pop,pop,1,65,160143,0.748,0.783,1.58e-05,0.314,-4.419,0.0,0.0558,120.049,0.935
6KVxMOxlSYpC5nrvyWhYhx,canadian pop,pop,1,62,171078,0.53,0.79,1.07e-06,0.122,-5.031,1.0,0.0344,146.09,0.438
385VOmGbguaPG57TgoW8Lh,canadian pop,pop,1,63,150781,0.351,0.368,0.00603,0.124,-8.132,1.0,0.0557,84.224,0.362
6SGG5AxHShqSYiV9fCWpZz,electropop,pop,1,76,206045,0.581,0.584,0.0,0.366,-4.928,1.0,0.284,179.954,0.756
0bZFa5DZcx9HWx25m2Nd19,canadian pop,pop,1,65,214751,0.492,0.672,0.000212,0.116,-6.779,1.0,0.0366,140.027,0.229
138oQeapLds5IeJrdRfeUd,canadian pop,pop,1,63,62422,0.498,0.199,0.000573,0.493,-11.011,1.0,0.0353,76.046,0.47
56KDoLjFIm7Yc7fX1XgpNw,canadian pop,pop,1,63,167193,0.37,0.39,0.0,0.0823,-6.958,1.0,0.0419,124.802,0.309
5ld8E3DVBXCCWQ54yrkWVp,canadian pop,pop,1,66,189072,0.562,0.869,0.0293,0.122,-5.38,1.0,0.058,164.936,0.928
2LUOkrWpTz1q5QeZY5jAHi,canadian pop,pop,1,60,191887,0.328,0.393,9.54e-05,0.104,-5.164,1.0,0.0285,96.241,0.237
5jpNBhgAk5OmfB0W5i5NaO,canadian pop,pop,1,63,175781,0.757,0.628,0.0,0.05,-3.944,1.0,0.077,100.004,0.609
0UauNGiFTVXTsgvVz6LBMf,canadian pop,pop,1,64,211850,0.359,0.585,0.0,0.194,-4.722,1.0,0.0374,168.026,0.447
2V6pjeOCuPBVlatcWTXUtP,cali rap,rap,0,80,142000,0.692,0.774,0.0,0.155,-4.385,0.0,0.0872,98.066,0.533
2GwberkV36NoC5snp51cLC,canadian pop,pop,1,60,149768,0.412,0.162,2.16e-06,0.354,-14.356,1.0,0.146,179.63,0.375
2Y0ktCGrGoGcQFXsGztvhi,dance pop,pop,1,61,154746,0.619,0.771,0.0,0.114,-2.204,1.0,0.0601,81.966,0.704
6YJdPrH3i2POzu7hdHIRrb,dance pop,pop,1,54,170933,0.748,0.778,0.0,0.284,-5.752,1.0,0.137,95.989,0.777
1Qi2wh8fFgDV7tl4Sj3f2K,dance pop,pop,1,55,170964,0.438,0.178,0.0,0.316,-9.402,1.0,0.0414,75.248,0.344
2mvabkN1i2gLnGAPUVdwek,pop,pop,1,58,228026,0.598,0.68,0.0,0.324,-4.505,1.0,0.0331,134.002,0.437
2OQ6a4CfUeYskpTTgyawyJ,dance pop,pop,1,54,156773,0.635,0.87,0.0,0.118,-4.291,0.0,0.04,93.0,0.912
5YSHygGN9D0mID1NsVd5my,chicago rap,rap,0,83,158032,0.613,0.631,0.0,0.169,-6.965,1.0,0.12,149.992,0.33
3Uo7WG0vmLQ07WB4BDwy7D,pop,pop,1,79,214706,0.392,0.579,0.00179,0.145,-9.195,1.0,0.164,80.961,0.549
0sY6ZUTh4yoctD8VIXz339,pop,pop,1,82,244000,0.462,0.24,0.0,0.113,-12.077,1.0,0.0377,171.319,0.32
5BK0uqwY9DNfZ630STAEaq,pop,pop,1,78,185320,0.512,0.462,0.166,0.121,-10.491,1.0,0.0408,112.05,0.353
4GBkffrtA51p17JH35irGA,pop,pop,1,63,229840,0.575,0.435,5.38e-05,0.105,-8.193,1.0,0.0311,145.91,0.351
6NriykdkRrjQMZo1sfVYUo,pop,pop,1,66,215626,0.547,0.613,0.0,0.102,-7.577,0.0,0.0264,79.011,0.528
0PurA4JVJ8YQgSVopY8fn6,pop,pop,1,75,245440,0.316,0.361,2.67e-05,0.0797,-10.381,1.0,0.0488,74.952,0.221
73YUReisjb3A9ActdLLjJQ,pop,pop,1,73,315146,0.559,0.334,0.0,0.114,-10.733,1.0,0.0376,122.079,0.211
4tyX1rw9X309WkEdh2As4B,pop,pop,1,60,275320,0.529,0.536,0.00082,0.141,-11.269,1.0,0.0627,107.873,0.304
3w9VRlKPvNxj40RdUGRweH,pop,pop,1,59,225880,0.607,0.488,0.0,0.129,-8.329,1.0,0.0264,119.953,0.361
19CSr8rwW05VJL2F91KFNK,pop,pop,1,74,260440,0.515,0.545,1.97e-05,0.0921,-9.277,1.0,0.0353,88.856,0.535
0AaV4MJrgmLV3XhoiWXjjb,pop,pop,1,64,304106,0.395,0.27,0.00249,0.111,-10.672,1.0,0.0309,120.94,0.314
0vVMlbdYx2080Oa9FndPZr,pop,pop,1,61,215920,0.546,0.732,0.184,0.0972,-7.715,1.0,0.0423,157.893,0.571
1XjHRolIXL2M1EEOUsGGR4,pop,pop,1,72,275040,0.604,0.517,0.000155,0.123,-9.014,1.0,0.0347,127.967,0.511
7vBNFh3NIZTj6tB5s1IBjE,pop,pop,1,58,257773,0.535,0.562,0.000132,0.114,-11.615,1.0,0.0479,96.103,0.294
3uayvzcbqFydIbgUeC6EJh,pop,pop,1,57,180653,0.686,0.705,4.55e-06,0.134,-10.823,1.0,0.249,151.868,0.919
4XWaUb7mKRcJR5RPp4IIDr,australian pop,pop,1,75,213571,0.581,0.674,3.01e-06,0.128,-7.09,1.0,0.033,143.005,0.488
2VkuxjlbnbaBiWYpdBGVol,dance pop,pop,1,41,200466,0.648,0.938,1.28e-06,0.0564,-3.298,1.0,0.115,78.496,0.849
4vLBnQtece15fFhqWxZvJP,social media pop,pop,1,83,239667,0.546,0.453,3.9e-05,0.106,-13.04,1.0,0.121,104.532,0.74
2K4XbdyLxi9jhqVQeyUKRK,dance pop,pop,1,51,225687,0.437,0.802,0.0,0.086,-5.063,1.0,0.111,178.137,0.704
66VenHDtrQAw7FCjyF2J56,canadian pop,pop,1,50,196254,0.341,0.181,0.0,0.137,-12.073,0.0,0.0366,83.608,0.212
1Xel3qkJ52qIcXGAeaDydb,georgian pop,pop,1,29,293201,0.493,0.553,0.000706,0.122,-8.037,1.0,0.0289,119.939,0.433
0E4Y1XIbs8GrAT1YqVy6dq,pop,pop,1,89,185486,0.641,0.324,0.0,0.328,-5.851,1.0,0.0299,110.184,0.273
2Y3USTCETS4xbjJOzT1Icm,philly rap,rap,0,76,176382,0.921,0.718,0.0,0.189,-3.545,0.0,0.299,141.06,0.677
2rkb8ijsPapKDMEh0cSe8I,dance pop,pop,1,52,161013,0.485,0.444,2.5e-06,0.0969,-6.232,1.0,0.195,179.967,0.777
1QLZKzC2pjP4ySf4ALrNhm,dance pop,pop,1,56,169245,0.654,0.596,0.0,0.11,-4.68,1.0,0.0458,118.078,0.382
02FaKXXL7KUtRc7K0k54tL,dance pop,pop,1,52,182520,0.774,0.608,0.0,0.0895,-6.264,1.0,0.128,137.494,0.56
0YWUHZPJVg4iujddsJDwhM,dance pop,pop,1,54,255400,0.669,0.843,0.0,0.195,-3.766,1.0,0.0268,147.08,0.702
